County,State,Population,Poverty Rate,Median Age,Median Household Income,Number of Employees,Median Property Value
saline-county-mo,mo,"23,010",17.3%,37.9,"$41,567","10,546","$96,700"
saline-county-ne,ne,"14,325",11.6%,36,"$50,932","7,053","$95,000"
salt-lake-county-ut,ut,1.15M,10.4%,32.9,"$73,801","599,675","$336,500"
saluda-county-sc,sc,"20,228",20.5%,40.6,"$41,885","8,421","$93,100"
sampson-county-nc,nc,"63,664",24.3%,40.2,"$37,765","26,794","$87,700"
san-augustine-county-tx,tx,"8,403",24.4%,48.9,"$32,394","2,493","$81,900"
san-benito-county-ca,ca,"58,671",9.72%,35.4,"$80,760","27,688","$459,700"
san-bernardino-county-ca,ca,2.17M,18.2%,33.6,"$63,857","946,515","$353,400"
san-diego-county-ca,ca,3.34M,13.3%,36.1,"$79,079",1.61M,"$606,200"
san-francisco-county-ca,ca,"883,305",11.7%,38.3,"$112,376","536,653",$1.2M
san-jacinto-county-tx,tx,"27,436",17.2%,44.2,"$43,421","10,221","$95,900"
san-joaquin-county-ca,ca,"752,660",17.1%,34.5,"$64,119","326,352","$366,000"
san-juan-county-co,co,569,3.34%,46.9,"$46,397",305,"$269,400"
san-juan-county-nm,nm,"128,221",20.8%,34.6,"$49,686","51,379","$143,300"
san-juan-county-ut,ut,"15,193",28.4%,31.6,"$42,581","5,247","$136,600"
san-juan-county-wa,wa,"16,221",10.7%,55.7,"$60,271","7,635","$452,300"
san-luis-obispo-county-ca,ca,"284,010",13.8%,39.6,"$71,148","128,406","$593,100"
san-miguel-county-co,co,"7,804",10.5%,42,"$62,243","4,746","$485,000"
san-mateo-county-ca,ca,"769,545",7.26%,39.9,"$124,425","418,073",$1.21M
san-miguel-county-nm,nm,"28,203",30.9%,42.9,"$29,168","9,230","$132,900"
san-patricio-county-tx,tx,"66,867",15.2%,35.1,"$53,332","28,869","$105,400"
san-saba-county-tx,tx,"5,851",17.4%,40.9,"$40,301","2,475","$97,000"
sanborn-county-sd,sd,"2,366",9.67%,45.3,"$54,677","1,300","$72,800"
sandoval-county-nm,nm,"138,815",14.7%,39.6,"$60,345","59,556","$183,300"
sandusky-county-oh,oh,"59,559",13.6%,41.7,"$50,370","28,434","$111,900"
sangamon-county-il,il,"198,134",15.6%,40.1,"$58,687","95,417","$136,100"
sanilac-county-mi,mi,"41,535",15%,44.8,"$44,417","17,631","$101,300"
santa-barbara-county-ca,ca,"446,527",15.4%,34,"$77,472","210,598","$629,400"
santa-clara-county-ca,ca,1.94M,8.64%,37.2,"$126,606",1.01M,$1.11M
santa-cruz-county-az,az,"46,358",21.8%,36.6,"$39,630","17,421","$138,400"
santa-cruz-county-ca,ca,"274,255",14.7%,37.9,"$86,941","135,393","$815,100"
santa-fe-county-nm,nm,"147,514",14.4%,45.3,"$57,945","69,630","$277,700"
santa-rosa-county-fl,fl,"166,778",11.3%,39.5,"$62,731","70,810","$170,500"
sarasota-county-fl,fl,"426,718",10.5%,56.5,"$61,683","178,458","$261,400"
saratoga-county-ny,ny,"226,632",6.6%,42.3,"$77,548","117,053","$243,600"
sargent-county-nd,nd,"3,883",4.27%,46.3,"$60,824","2,124","$96,400"
sarpy-county-ne,ne,"175,188",5.28%,34.2,"$75,752","91,916","$173,900"
sauk-county-wi,wi,"63,340",11.3%,41.3,"$54,447","33,623","$172,500"
saunders-county-ne,ne,"20,953",8.99%,41,"$65,015","11,034","$159,400"
sawyer-county-wi,wi,"16,384",17.7%,49.7,"$43,565","7,254","$161,700"
schenectady-county-ny,ny,"155,239",12.4%,39.8,"$61,315","73,044","$164,100"
schleicher-county-tx,tx,"3,122",10.2%,35.2,"$63,432","1,475","$72,900"
schley-county-ga,ga,"5,168",22.2%,36.9,"$41,267","2,027","$94,800"
schoharie-county-ny,ny,"31,611",13.9%,44.1,"$51,842","14,198","$143,300"
schoolcraft-county-mi,mi,"8,114",21.4%,51.1,"$37,428","2,724","$105,000"
schuyler-county-il,il,"7,181",21.5%,46.6,"$47,321","2,919","$83,400"
schuyler-county-mo,mo,"4,450",18.4%,40.6,"$38,848","1,911","$72,500"
schuyler-county-ny,ny,"18,112",15.3%,45.7,"$47,810","8,224","$114,700"
schuylkill-county-pa,pa,"144,287",12.5%,44.2,"$47,642","62,886","$96,200"
scioto-county-oh,oh,"76,871",23.9%,39.8,"$38,978","28,163","$93,000"
scotland-county-mo,mo,"4,883",16.7%,37.2,"$42,939","2,156","$82,000"
scotland-county-nc,nc,"35,445",29.8%,39.3,"$32,739","11,660","$85,200"
scott-county-ar,ar,"10,584",20.5%,41.2,"$37,396","4,069","$69,800"
scott-county-il,il,"5,109",14.9%,43.7,"$48,542","2,349","$87,500"
scott-county-in,in,"23,722",13.7%,40.7,"$49,243","10,269","$98,800"
scott-county-ia,ia,"171,493",12.3%,38.1,"$57,681","83,710","$153,200"
scott-county-ks,ks,"4,981",4.29%,40.5,"$62,198","2,564","$135,900"
scott-county-ky,ky,"52,322",11.5%,36.2,"$65,598","26,798","$170,800"
scott-county-mn,mn,"141,463",5.63%,36,"$93,151","77,624","$272,000"
scott-county-ms,ms,"28,399",27.8%,36.5,"$33,601","10,960","$71,500"
scott-county-mo,mo,"38,858",20.1%,40,"$41,628","17,102","$103,300"
scott-county-tn,tn,"21,949",26.2%,38.7,"$31,875","8,347","$86,700"
scott-county-va,va,"22,290",17.7%,46.3,"$38,725","8,445","$90,500"
scotts-bluff-county-ne,ne,"36,509",13.2%,39.5,"$47,975","17,568","$116,600"
screven-county-ga,ga,"14,037",22.6%,41.2,"$36,556","5,631","$78,900"
scurry-county-tx,tx,"17,346",12.8%,35.6,"$54,565","6,772","$89,800"
searcy-county-ar,ar,"7,925",17.4%,47.3,"$36,716","3,082","$89,700"
sebastian-county-ar,ar,"127,362",22.5%,37.3,"$40,932","55,376","$116,800"
sedgwick-county-ks,ks,"513,607",14.7%,35.7,"$55,882","249,173","$147,700"
seminole-county-fl,fl,"467,832",11.8%,39.2,"$67,470","244,741","$267,400"
seminole-county-ga,ga,"8,549",25.5%,44,"$33,999","2,853","$77,200"
seminole-county-ok,ok,"25,246",22.7%,39.2,"$37,741","9,310","$71,200"
seneca-county-ny,ny,"34,843",11.8%,42.2,"$51,601","15,488","$98,400"
seneca-county-oh,oh,"55,549",15.2%,39.5,"$49,153","25,833","$98,600"
sequatchie-county-tn,tn,"14,654",14.4%,43,"$51,312","5,947","$138,100"
sequoyah-county-ok,ok,"41,364",24.6%,40.7,"$37,455","15,611","$92,500"
sevier-county-ar,ar,"17,206",21.2%,35,"$43,675","7,225","$75,400"
sevier-county-tn,tn,"95,523",15.3%,42.4,"$44,473","45,945","$164,000"
seward-county-ks,ks,"22,948",18.8%,29.5,"$47,535","10,866","$98,500"
seward-county-ne,ne,"17,045",9.22%,38.3,"$63,095","8,759","$159,700"
shackelford-county-tx,tx,"3,348",17.7%,42,"$46,685","1,508","$78,900"
shannon-county-mo,mo,"8,273",30.5%,44.8,"$31,202","2,901","$101,400"
sharkey-county-ms,ms,"4,631",29%,39.6,"$30,033","1,509","$51,100"
sharp-county-ar,ar,"17,041",23.3%,47.3,"$31,792","5,867","$79,900"
shasta-county-ca,ca,"178,919",18.1%,41.8,"$47,258","72,195","$233,500"
shawano-county-wi,wi,"41,136",11.5%,44.9,"$51,751","20,189","$135,800"
shawnee-county-ks,ks,"178,392",13.2%,38.9,"$54,667","84,423","$127,600"
sheboygan-county-wi,wi,"115,094",8.18%,41.3,"$56,114","59,570","$149,800"
shelby-county-al,al,"208,721",8.33%,38.5,"$74,063","104,093","$199,500"
shelby-county-il,il,"21,906",12.1%,44.6,"$49,807","10,352","$86,800"
shelby-county-in,in,"44,339",10.6%,41.3,"$57,216","22,045","$125,300"
shelby-county-ia,ia,"11,772",8.71%,46.9,"$55,638","6,043","$111,700"
shelby-county-ky,ky,"45,831",12.4%,38.8,"$63,171","22,446","$184,900"
shelby-county-mo,mo,"6,084",15.5%,41.9,"$42,593","2,938","$70,300"
shelby-county-oh,oh,"48,902",8.89%,39.3,"$57,673","24,430","$137,800"
shelby-county-tn,tn,"935,764",20.8%,36,"$47,500","430,511","$157,700"
shelby-county-tx,tx,"25,689",23.1%,37.4,"$38,121","9,432","$73,100"
shenandoah-county-va,va,"42,854",10.3%,44.2,"$53,934","20,182","$204,000"
sherburne-county-mn,mn,"92,024",6.4%,35.9,"$83,895","49,701","$204,100"
sheridan-county-ks,ks,"2,497",4.82%,44.7,"$56,607","1,219","$101,000"
sheridan-county-ne,ne,"5,241",15.8%,46.1,"$41,209","2,619","$70,900"
sheridan-county-nd,nd,"1,403",15.4%,52,"$49,750",610,"$84,900"
sheridan-county-wy,wy,"29,964",6.83%,42.1,"$56,455","14,663","$240,900"
sherman-county-ks,ks,"5,999",16.5%,38.5,"$52,030","2,866","$86,300"
sherman-county-ne,ne,"3,048",10.7%,49.3,"$48,704","1,515","$85,400"
sherman-county-or,or,"1,635",13.7%,51.7,"$42,074",753,"$144,000"
sherman-county-tx,tx,"3,067",14.8%,39.8,"$54,961","1,604","$86,800"
shiawassee-county-mi,mi,"68,617",13.1%,42,"$50,967","30,786","$111,000"
sibley-county-mn,mn,"14,888",8.55%,41.6,"$60,848","7,794","$142,800"
sierra-county-ca,ca,"2,885",12.3%,55,"$44,190","1,149","$157,100"
sierra-county-nm,nm,"11,254",21.2%,55.9,"$29,690","3,740","$99,600"
silver-bow-county-mt,mt,"34,514",19.2%,39.9,"$40,480","16,310","$133,800"
simpson-county-ky,ky,"17,881",17.4%,39.8,"$44,989","7,888","$130,500"
simpson-county-ms,ms,"27,215",27.1%,38.9,"$37,591","10,299","$86,800"
sioux-county-ia,ia,"34,692",7.88%,33.3,"$66,022","18,678","$153,800"
sioux-county-ne,ne,"1,256",12.4%,51.6,"$45,375",660,"$103,200"
sioux-county-nd,nd,"4,420",37.1%,26.9,"$40,795","1,332","$76,300"
siskiyou-county-ca,ca,"43,530",20.7%,47.9,"$40,884","16,544","$176,600"
sitka-county-ak,ak,,,,,,
skagit-county-wa,wa,"121,725",14.3%,41.4,"$59,263","54,177","$269,100"
skamania-county-wa,wa,"11,498",13.3%,46,"$53,606","4,934","$248,500"
slope-county-nd,nd,674,6.82%,52,"$61,250",307,"$89,300"
smith-county-ks,ks,"3,693",13.3%,51.6,"$45,357","1,721","$66,200"
smith-county-ms,ms,"16,114",18.2%,40.1,"$37,697","6,463","$79,700"
smith-county-tn,tn,"19,279",14.1%,41.2,"$44,275","8,427","$120,700"
smith-county-tx,tx,"222,277",16.3%,36.6,"$50,742","98,488","$144,800"
smyth-county-va,va,"31,298",17.4%,44.6,"$40,544","12,817","$89,600"
snohomish-county-wa,wa,"814,901",8.81%,37.8,"$87,440","424,295","$455,000"
snyder-county-pa,pa,"40,570",11.3%,39.7,"$54,182","20,054","$154,800"
socorro-county-nm,nm,"17,098",26.6%,40,"$34,008","5,856","$103,000"
solano-county-ca,ca,"446,610",11.5%,38.5,"$84,395","216,357","$442,700"
somerset-county-me,me,"50,994",17.8%,45.8,"$41,549","22,217","$108,000"
somerset-county-md,md,"25,801",22.5%,37,"$39,239","8,593","$131,000"
somerset-county-nj,nj,"331,164",4.77%,41.7,"$121,378","172,310","$436,600"
somerset-county-pa,pa,"75,619",12.7%,45.9,"$46,132","32,886","$103,100"
somervell-county-tx,tx,"8,650",21.5%,40.6,"$52,346","3,671","$172,200"
sonoma-county-ca,ca,"499,942",10.7%,42.4,"$81,395","259,984","$655,200"
southampton-county-va,va,"18,089",11.7%,45.8,"$53,681","7,887","$172,800"
southeast-fairbanks-county-ak,ak,,,,,,
spalding-county-ga,ga,"64,192",21.6%,38.9,"$42,398","24,789","$112,400"
spartanburg-county-sc,sc,"313,888",15.6%,38,"$53,581","144,191","$153,300"
spencer-county-in,in,"20,610",9.67%,43.2,"$55,280","9,859","$117,900"
spencer-county-ky,ky,"18,012",8.72%,40.7,"$68,916","9,070","$190,900"
spink-county-sd,sd,"6,478",9.93%,44.1,"$52,000","3,204","$77,300"
spokane-county-wa,wa,"514,631",15.2%,37.8,"$59,783","239,469","$243,400"
spotsylvania-county-va,va,"130,159",7.97%,37.7,"$81,434","64,416","$265,600"
st.-bernard-county-la,la,,,,,,
st.-charles-county-la,la,,,,,,
st.-charles-county-mo,mo,"399,182",5.67%,38.7,"$81,663","209,733","$228,800"
st.-clair-county-al,al,"86,937",13.7%,40.1,"$53,483","38,522","$142,800"
st.-clair-county-il,il,"261,059",17%,39.6,"$59,141","122,021","$132,200"
st.-clair-county-mi,mi,"159,761",13.3%,43.2,"$53,641","72,419","$135,000"
st.-clair-county-mo,mo,"9,396",22.2%,50,"$35,066","3,406","$78,500"
st.-croix-county-wi,wi,"87,142",4.76%,38.3,"$77,768","47,132","$223,000"
st.-francis-county-ar,ar,"26,688",27.5%,38.4,"$33,102","8,677","$61,900"
st.-francois-county-mo,mo,"66,248",15.4%,39.2,"$42,873","26,288","$110,200"
st.-helena-county-la,la,,,,,,
st.-james-county-la,la,,,,,,
st.-john-the-baptist-county-la,la,,,,,,
st.-johns-county-fl,fl,"226,578",9.08%,43.1,"$73,640","102,778","$274,600"
st.-joseph-county-in,in,"270,771",17.1%,37,"$54,434","136,975","$136,500"
st.-joseph-county-mi,mi,"60,890",15.7%,39.4,"$47,856","27,605","$111,200"
st.-landry-county-la,la,,,,,,
st.-lawrence-county-ny,ny,"110,817",19.4%,38,"$48,330","44,013","$88,000"
st.-louis-county-mn,mn,"200,294",15.4%,41,"$50,936","98,224","$146,700"
st.-louis-county-mo,mo,"996,945",9.81%,40.4,"$66,778","498,663","$210,000"
st.-louis-city-county-mo,mo,,,,,,
st.-lucie-county-fl,fl,"321,128",16.6%,45.2,"$54,098","134,834","$214,200"
st.-martin-county-la,la,,,,,,
st.-mary-county-la,la,,,,,,
st.-mary's-county-md,md,"110,979",8.2%,36.5,"$86,508","54,121","$291,500"
st.-tammany-county-la,la,,,,,,
stafford-county-ks,ks,"4,251",14.5%,42.7,"$47,121","2,032","$61,800"
stafford-county-va,va,"141,159",4.75%,35.2,"$103,005","68,238","$327,600"
stanislaus-county-ca,ca,"549,815",17.2%,34.5,"$60,321","229,483","$318,900"
stanley-county-sd,sd,"2,994",5.81%,43.4,"$63,233","1,794","$158,300"
stanly-county-nc,nc,"60,875",15.7%,42.4,"$46,017","27,689","$133,000"
stanton-county-ks,ks,"2,107",10.8%,39.3,"$42,222",999,"$71,900"
stanton-county-ne,ne,"6,020",9.5%,41,"$57,534","3,207","$111,900"
stark-county-il,il,"5,551",14%,45,"$52,284","2,583","$85,600"
stark-county-nd,nd,"30,316",8.07%,34.3,"$77,328","16,457","$228,200"
stark-county-oh,oh,"371,574",14%,42,"$52,068","176,442","$137,100"
starke-county-in,in,"22,966",16.7%,41.7,"$45,526","9,729","$101,600"
starr-county-tx,tx,"63,420",35%,28.8,"$27,133","21,423","$67,200"
staunton-county-va,va,,,,,,
ste.-genevieve-county-mo,mo,"17,882",16.6%,43,"$50,959","8,510","$148,800"
stearns-county-mn,mn,"155,300",13.1%,34.1,"$59,564","85,604","$171,300"
steele-county-mn,mn,"36,612",9.94%,39.3,"$58,882","18,539","$154,300"
steele-county-nd,nd,"1,915",3.77%,49.8,"$65,437","1,056","$72,000"
stephens-county-ga,ga,"25,625",18.1%,42.3,"$39,756","10,114","$98,500"
stephens-county-ok,ok,"44,293",15.1%,40.5,"$44,805","18,448","$104,000"
stephens-county-tx,tx,"9,365",21.3%,39.2,"$45,862","3,730","$73,400"
stephenson-county-il,il,"45,839",16.1%,44.7,"$46,427","21,253","$97,700"
steuben-county-in,in,"34,459",10.1%,42.7,"$52,749","17,154","$136,300"
steuben-county-ny,ny,"97,539",14.5%,42.4,"$50,157","43,232","$95,300"
stevens-county-ks,ks,"5,741",16.8%,35.1,"$57,500","2,569","$110,000"
stevens-county-mn,mn,"9,759",15.4%,33.1,"$57,552","5,248","$150,800"
stevens-county-wa,wa,"43,858",15.6%,46.4,"$47,272","16,545","$184,600"
stewart-county-ga,ga,"5,832",41.5%,37,"$22,413","1,369","$51,800"
stewart-county-tn,tn,"13,248",19%,43.6,"$44,090","5,181","$130,400"
stillwater-county-mt,mt,"9,342",6.46%,46.5,"$61,998","4,508","$225,200"
stoddard-county-mo,mo,"29,634",16.8%,42.1,"$40,076","12,837","$91,300"
stokes-county-nc,nc,"46,124",13.9%,45.3,"$44,490","20,624","$123,900"
stone-county-ar,ar,"12,443",24.2%,49.5,"$33,091","4,345","$107,300"
stone-county-ms,ms,"17,981",17.3%,37.4,"$46,283","7,588","$113,900"
stone-county-mo,mo,"31,529",12.8%,52.7,"$43,292","12,223","$160,600"
storey-county-nv,nv,"3,891",7.74%,54.7,"$63,607","1,768","$187,100"
story-county-ia,ia,"95,888",22%,25.9,"$52,671","51,305","$172,900"
strafford-county-nh,nh,"126,552",9.47%,37,"$67,805","69,103","$220,900"
stutsman-county-nd,nd,"21,058",11.1%,39.7,"$56,088","11,038","$130,900"
sublette-county-wy,wy,"10,037",7.44%,37.5,"$84,911","5,396","$264,800"
suffolk-county-ma,ma,"807,252",19.6%,32.9,"$69,985","443,314","$538,000"
suffolk-county-ny,ny,1.48M,7.19%,41.8,"$100,468","746,408","$409,400"
suffolk-county-va,va,,,,,,
sullivan-county-in,in,"20,900",15.6%,41.4,"$45,031","8,087","$80,900"
sullivan-county-mo,mo,"6,382",15.9%,41.5,"$42,034","2,681","$77,700"
sullivan-county-nh,nh,"43,073",9.35%,46.1,"$59,419","21,646","$171,100"
sullivan-county-ny,ny,"75,783",15.9%,42.6,"$53,877","32,610","$167,900"
sullivan-county-pa,pa,"6,192",13.1%,53.1,"$45,519","2,612","$148,500"
sullivan-county-tn,tn,"156,519",16.6%,44.7,"$42,251","66,637","$130,300"
sully-county-sd,sd,"1,390",3.26%,44.9,"$60,694",728,"$122,300"
summers-county-wv,wv,"13,210",19%,47.3,"$35,218","4,436","$95,100"
summit-county-co,co,"29,722",10.3%,39.2,"$73,538","19,358","$547,700"
summit-county-oh,oh,"541,918",13.6%,41,"$58,876","270,582","$151,900"
summit-county-ut,ut,"39,731",7.5%,38.8,"$94,952","21,711","$558,300"
sumner-county-ks,ks,"23,336",11.8%,40.7,"$52,695","10,759","$86,800"
sumner-county-tn,tn,"175,730",9.73%,39.6,"$61,584","87,498","$194,900"
sumter-county-al,al,"13,084",36%,35.9,"$21,663","4,353","$69,500"
sumter-county-fl,fl,"116,754",9.21%,66.4,"$54,771","23,889","$239,800"
sumter-county-ga,ga,"30,687",33.4%,35.2,"$34,219","11,558","$82,600"
sumter-county-sc,sc,"107,379",21.1%,36,"$41,946","42,439","$113,200"
sunflower-county-ms,ms,"26,915",32.5%,34.9,"$28,556","8,371","$71,600"
surry-county-nc,nc,"72,315",17.6%,43.4,"$39,071","30,352","$120,900"
surry-county-va,va,"6,670",13.6%,49.3,"$54,656","3,099","$172,700"
susquehanna-county-pa,pa,"41,716",13%,47.8,"$52,014","18,522","$159,100"
sussex-county-de,de,"215,551",12%,48.3,"$57,901","94,271","$242,900"
sussex-county-nj,nj,"143,570",5.33%,44.1,"$89,238","75,370","$264,100"
sussex-county-va,va,"11,595",17.8%,40.4,"$44,608","2,684","$121,600"
sutter-county-ca,ca,"95,583",16.7%,35.7,"$54,347","38,207","$234,500"
sutton-county-tx,tx,"3,894",6.48%,40.2,"$60,996","1,827","$95,500"
suwannee-county-fl,fl,"43,814",20.4%,41.7,"$40,600","16,629","$92,400"
swain-county-nc,nc,"14,208",20.9%,41.1,"$35,271","5,578","$122,300"
sweetwater-county-wy,wy,"44,527",12%,34,"$71,083","22,739","$201,000"
swift-county-mn,mn,"9,448",12.2%,44.1,"$49,556","4,751","$102,100"
swisher-county-tx,tx,"7,541",22.2%,35.6,"$37,883","2,704","$70,800"
switzerland-county-in,in,"10,617",19.7%,40,"$43,468","4,378","$114,300"
talbot-county-ga,ga,"6,423",16.9%,49.9,"$37,226","2,620","$81,200"
talbot-county-md,md,"37,461",9.97%,49.7,"$65,595","17,863","$326,300"
taliaferro-county-ga,ga,"1,844",31%,43.3,"$30,500",627,"$59,100"
talladega-county-al,al,"80,888",19.3%,40.6,"$39,219","30,937","$95,200"
tallahatchie-county-ms,ms,"14,552",28.3%,34.7,"$30,000","3,960","$63,400"
tallapoosa-county-al,al,"40,756",21.2%,43.3,"$42,181","15,317","$107,000"
tama-county-ia,ia,"17,236",11.8%,43.2,"$56,110","8,479","$105,300"
taney-county-mo,mo,"54,308",17.1%,41.9,"$39,661","24,422","$124,400"
tangipahoa-county-la,la,,,,,,
taos-county-nm,nm,"32,809",21.3%,47.7,"$35,314","13,739","$218,400"
tarrant-county-tx,tx,2.08M,13.5%,34.6,"$66,063",1.04M,"$210,000"
tate-county-ms,ms,"28,333",19.3%,37.7,"$46,233","11,649","$107,400"
tattnall-county-ga,ga,"25,402",23.7%,36.9,"$36,355","7,655","$88,100"
taylor-county-fl,fl,"22,350",16.4%,41.4,"$37,188","6,861","$84,900"
taylor-county-ga,ga,"8,267",28.2%,43.8,"$29,875","2,974","$65,800"
taylor-county-ia,ia,"6,214",11%,43.3,"$46,825","3,004","$76,100"
taylor-county-ky,ky,"25,406",23.1%,38.4,"$36,455","10,454","$106,700"
taylor-county-tx,tx,"135,371",16.1%,32.2,"$49,161","62,872","$112,400"
taylor-county-wv,wv,"16,977",15.7%,43.2,"$45,916","6,905","$100,200"
taylor-county-wi,wi,"20,344",10.9%,43.4,"$49,821","10,222","$129,300"
tazewell-county-il,il,"134,695",8.03%,40.8,"$60,874","63,912","$137,300"
tazewell-county-va,va,"42,689",15.6%,44.3,"$40,309","16,237","$96,500"
tehama-county-ca,ca,"63,247",20.9%,41.1,"$42,512","23,849","$191,400"
telfair-county-ga,ga,"16,339",27.7%,41,"$28,044","4,823","$55,600"
teller-county-co,co,"23,769",7.47%,49.8,"$66,809","11,685","$261,100"
tensas-county-la,la,,,,,,
terrebonne-county-la,la,,,,,,
terrell-county-ga,ga,"8,978",35.3%,40.7,"$32,219","3,368","$88,600"
terrell-county-tx,tx,721,17.1%,47.3,"$26,063",260,"$66,600"
terry-county-tx,tx,"12,755",13.7%,34.6,"$42,441","4,556","$68,000"
teton-county-id,id,"10,776",8.25%,36.4,"$55,986","5,607","$291,600"
teton-county-wy,wy,"22,923",6.84%,39,"$80,049","14,492","$739,100"
texas-county-mo,mo,"25,714",25.3%,42.3,"$35,571","8,748","$105,800"
texas-county-ok,ok,"21,409",16.8%,32.5,"$49,469","11,355","$109,300"
thayer-county-ne,ne,"5,133",10.9%,48.2,"$48,151","2,560","$67,500"
thomas-county-ga,ga,"44,909",19.5%,39.6,"$41,336","18,686","$131,400"
thomas-county-ks,ks,"7,847",11.1%,36.3,"$52,465","4,393","$114,000"
thomas-county-ne,ne,643,12.4%,42.1,"$53,173",364,"$82,300"
throckmorton-county-tx,tx,"1,541",17.1%,48.2,"$37,279",661,"$68,600"
thurston-county-ne,ne,"7,055",30.5%,28.1,"$44,701","2,589","$79,100"
thurston-county-wa,wa,"286,419",11.6%,38.8,"$72,703","132,697","$314,900"
tift-county-ga,ga,"40,531",27.8%,35.5,"$38,728","16,935","$112,200"
tillamook-county-or,or,"25,840",15.5%,48,"$45,061","10,070","$233,500"
tillman-county-ok,ok,"7,591",22.1%,40.9,"$40,728","3,129","$54,100"
tioga-county-ny,ny,"49,322",11.2%,44,"$57,153","23,012","$113,000"
tioga-county-pa,pa,"41,550",13.4%,44,"$50,017","18,203","$139,400"
tippah-county-ms,ms,"21,993",22.8%,38.6,"$39,351","9,077","$86,000"
tippecanoe-county-in,in,"186,081",20.9%,28.1,"$50,486","91,869","$144,300"
tipton-county-in,in,"15,290",9.41%,44.5,"$53,931","7,430","$110,300"
tipton-county-tn,tn,"61,434",14.6%,37.3,"$57,212","27,671","$142,400"
tishomingo-county-ms,ms,"19,476",18.6%,42.6,"$36,672","7,890","$82,700"
titus-county-tx,tx,"32,664",19.3%,34,"$46,980","14,307","$96,300"
todd-county-ky,ky,"12,377",20.1%,36.8,"$38,248","4,759","$94,800"
todd-county-mn,mn,"24,423",13%,43.7,"$49,213","11,260","$141,000"
todd-county-sd,sd,"10,016",52%,24.4,"$26,285","2,784","$38,500"
tolland-county-ct,ct,"151,596",6.48%,37.9,"$81,312","80,613","$247,500"
tom-green-county-tx,tx,"116,906",12.9%,34,"$49,662","53,414","$122,600"
tompkins-county-ny,ny,"104,415",20.4%,30.4,"$56,200","50,390","$190,100"
tooele-county-ut,ut,"63,357",6.88%,31.1,"$66,542","28,406","$196,300"
toole-county-mt,mt,"5,031",16.6%,41.9,"$46,735","2,202","$125,200"
toombs-county-ga,ga,"27,160",24.4%,36.1,"$35,750","10,574","$97,500"
torrance-county-nm,nm,"15,534",27.1%,44,"$35,543","5,326","$111,700"
towns-county-ga,ga,"11,173",14.7%,53.3,"$41,182","3,955","$197,900"
traill-county-nd,nd,"8,050",6.88%,41.4,"$60,952","4,187","$127,200"
transylvania-county-nc,nc,"33,291",15.5%,50.6,"$44,559","13,342","$202,100"
traverse-county-mn,mn,"3,357",10.9%,48.6,"$48,889","1,640","$79,800"
travis-county-tx,tx,1.25M,13.9%,34.5,"$76,392","706,327","$355,200"
treasure-county-mt,mt,790,17%,49.2,"$42,454",388,"$105,500"
trego-county-ks,ks,"2,899",4.83%,49.4,"$55,197","1,747","$84,400"
trempealeau-county-wi,wi,"29,510",8.99%,40.5,"$54,009","15,191","$147,000"
treutlen-county-ga,ga,"6,752",21%,40.8,"$39,375","2,663","$71,000"
trigg-county-ky,ky,"14,286",15.8%,45.5,"$47,259","5,709","$119,500"
trimble-county-ky,ky,"8,697",15.2%,41.9,"$50,998","3,856","$110,500"
trinity-county-ca,ca,"13,037",19.9%,51.4,"$36,563","4,800","$286,500"
trinity-county-tx,tx,"14,481",18.4%,48.5,"$37,398","4,946","$75,300"
tripp-county-sd,sd,"5,480",19.7%,46.5,"$48,409","2,859","$85,800"
troup-county-ga,ga,"69,433",21.3%,36.2,"$43,597","29,630","$125,000"
trousdale-county-tn,tn,"8,773",13.3%,37.5,"$41,776","3,834","$128,000"
trumbull-county-oh,oh,"203,341",17.2%,44,"$45,380","88,092","$101,600"
tucker-county-wv,wv,"7,035",15.3%,48.1,"$43,294","2,883","$104,300"
tulare-county-ca,ca,"465,861",27.1%,31.4,"$48,817","182,312","$220,700"
tulsa-county-ok,ok,"648,360",15.5%,35.9,"$55,638","314,580","$160,800"
tunica-county-ms,ms,"10,276",27%,32.9,"$32,052","4,213","$96,000"
tuolumne-county-ca,ca,"53,899",13.6%,48.6,"$54,325","20,401","$273,500"
turner-county-ga,ga,"8,036",27.9%,40.2,"$42,622","3,191","$72,700"
turner-county-sd,sd,"8,242",10.6%,43.7,"$54,294","4,307","$110,400"
tuscaloosa-county-al,al,"204,424",17.3%,32.3,"$50,513","90,941","$161,700"
tuscarawas-county-oh,oh,"92,531",13.8%,40.9,"$49,460","43,425","$117,100"
tuscola-county-mi,mi,"53,569",15.9%,44.1,"$45,495","22,987","$98,800"
twiggs-county-ga,ga,"8,323",27.3%,46.3,"$30,629","2,591","$57,000"
twin-falls-county-id,id,"82,248",14.4%,34.6,"$49,118","38,869","$154,200"
tyler-county-tx,tx,"21,456",15.8%,43,"$44,396","6,746","$81,500"
tyler-county-wv,wv,"8,949",16.4%,46.5,"$40,902","3,186","$92,400"
tyrrell-county-nc,nc,"4,090",26.8%,47.1,"$32,411","1,555","$113,100"
uinta-county-wy,wy,"20,758",14.9%,35.1,"$54,672","9,528","$178,400"
ulster-county-ny,ny,"180,129",13.2%,43.6,"$61,652","86,552","$221,600"
umatilla-county-or,or,"76,736",17.8%,36.1,"$50,071","32,063","$147,900"
unassigned-county-al,al,,,,,,
unassigned-county-ak,ak,,,,,,
